Sr No,Date dd/mm/yyyy,Startup Name,Startup type,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,GREEN,Success
17,20-12-2019,Lenskart.com,Non-Green,E-Commerce,Online Eyewear Shopping Portal,Faridabad,SoftBank Vision Fund,Series G,"23,10,00,000",Material Collection & Recycling,1
18,13-11-2019,Freshworks,Non-Green,Software,Business and customer engagement tools,San Francisco,"Sequoia, CapitalG, Accel",Series H,"15,00,00,000",Sustainable Agri-inputs Firm,1
19,14-11-2019,Misters,Non-Green,Health and wellness,Men's Health and Wellness brand,Gurgaon,"Sauce.vc, Rainforest Ventures",Series B,"4,86,000",Agriculture,0
20,13-11-2019,Sunstone Eduversity Pvt. Ltd,Non-Green,Education,Elearning,Gurgaon,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed,"15,00,000",Agtech,0
21,17-11-2019,Burger Singh,Non-Green,Food and Beverage,Indian Burger Brand,Gurgaon,RB Investments,Venture,undisclosed,Innovative Water Solutions,0
22,18-11-2019,Healthians,Non-Green,Health and Wellness,Healthcare services,Gurgaon,"DG Daiwa Ventures, DG Incubation",Series B,"1,20,00,000",,0
23,15-11-2019,Ninjacart,Non-Green,B2B Marketing,Agritech,Bengaluru,Trifecta Capital Advisors,Debt Funding,"2,60,00,000",,0
24,20-11-2019,Aye Finance,Non-Green,FinTech,Financial Services To MSMEs,Gurgaon,FinTech,Debt Funding,"1,74,11,265",,0
25,12-11-2019,SuperGaming,Non-Green,Video Games,Social gaming platform,Pune,Dream Incubator,Seed Funding,"13,00,000",,0
26,20-11-2019,Clumio,Non-Green,SaaS,Recovery software,"San Jose,","Altimeter Capital, Sutter Hill Ventures",Series C,"13,50,00,000",,1
27,11-11-2019,eBikeGo,Non-Green,Last Mile Transportation,Electric bike rental,Amritsar,Startup Buddy,Seed,"3,00,000",,0
28,19-11-2019,Digital Mall Asia,Non-Green,E-Commerce,Virtual e-commerce platform,Delhi,Amour Infrastructure,Seed Funding,"22,00,00,000",,0
29,18-11-2019,Medikabazaar,Non-Green,Healthcare,B2B platform for medical supplies,Mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",Series B,"1,58,00,000",,0
30,15-11-2019,Vogo Automotive,Non-Green,Last Mile Transportation,Scooter sharing app,Kormangala,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",Series B,"28,30,00,000",,0
31,19-11-2019,Furtados School of Music,Non-Green,Education,Music Education,Tulangan,IAN Fund and DSG Consumer Partners,,"20,00,00,000",,0
32,25-11-2019,Paytm,Non-Green,FinTech,Mobile Wallet,Noida,Vijay Shekhar Sharma,Funding Round,"1,00,00,00,000",,0
33,04-10-2019,Dunzo,Non-Green,Customer Service,Delivery Service,Bengaluru,Lightbox,Series D,"4,50,00,000",,1
34,02-10-2019,Udaan,Non-Green,B2B,Business development,Bengaluru,"Altimeter Capital, DST Global",Series D,"58,50,00,000",,1
35,21-10-2019,The Man Company,Non-Green,Consumer Goods,Beauty and Grooming,Gurgaon,Ayushmann Khurana,Corporate Round,unknown,,0
36,05-09-2019,FPL Technologies,Non-Green,FinTech,Financial Services,Pune,"Matrix Partners India, Sequoia India",Maiden Round,"45,00,000",,0
37,04-09-2019,Cashflo,Non-Green,FinTech,Invoice discounting platform and SME lending marketplace,Mumbai,SAIF Partners,Series A,"33,00,000",,0
38,04-09-2019,Digital F5,Non-Green,"Advertising, Marketing",Digital marketing firm,Mumbai,TIW Private Equity,Private Equity Round,"60,00,000",,0
39,04-09-2019,3rdFlix,Non-Green,SaaS,Education Technology,Hyderabad,Exfinity Venture Partners,pre-series A,"50,00,000",,0
40,04-09-2019,75F,Non-Green,IoT,Building automation system,Burnsville,Breakthrough Energy Ventures,Series A,"1,80,00,000",,0
41,04-09-2019,Myelin Foundry,Non-Green,Information Technology,Deep-technology,Bengaluru,Endiya Partners,Seed,"10,00,000",,0
42,04-09-2019,Atomberg Technology,Non-Green,Consumer Technology,"Consumer Electronics, Home Appliances",Mumbai,A91 Partners,Series A,"1,00,00,000",,0
43,04-09-2019,GOQii,Non-Green,Health and Wellness,Wearable Fitness Bands,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,"45,00,00,000",,1
44,03-09-2019,Vyapar App,Non-Green,Accounting,Mobile-based Accounting Software,Bengaluru,"India Quotient, Axilor Ventures",Series A,"50,00,000",,0
45,01-08-2019,CarDekho,Non-Green,E-Commerce,Automotive,Gurgaon,SC GG India Mobility Holdings LLC,Series C,"2,00,00,000",,1
46,01-08-2019,Progcap,Non-Green,Finance,Supply Chain Management,New Delhi,Sequoia India,Series A,"50,00,000",,0
47,01-08-2019,MyPetrolPump,Non-Green,Retail,Fuel Delivery,Bengaluru,,Seed Funding Round,"16,00,000",,0
48,01-08-2019,Alteria Capital,Non-Green,Finance,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,"14,00,00,000",,0
49,01-08-2019,Pine Labs,Non-Green,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,"3,80,80,000",,0
50,12-08-2019,Meesho,Non-Green,E-Commerce,Social Commerce,Bengaluru,Naspers,Series D,"12,50,00,000",,1
51,13-08-2019,Cars24,Non-Green,E-Commerce,Car Retail,Gurugram,MS Dhoni,Series D,"1,10,00,000",,1
52,13-08-2019,Uniphore,Non-Green,Customer Service Platform,Conversational AI,Palo Alto,March Capital Partners,Series C,"5,10,00,000",,1
53,23-08-2019,Zendrive,Non-Green,Automotive,Road Safety Analytics,San Francisco,XL Innovate,Series B,"3,70,00,000",,0
54,23-08-2019,Lo! Foods,Non-Green,Consumer Goods,Low carb food for Diabetics,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,"5,00,000",,0
55,23-08-2019,Tala,Non-Green,FinTech,Digital Lending Platform,Santa Monica,RPS Ventures,Series D,"11,00,00,000",,1
56,22-08-2019,INDwealth,Non-Green,FinTech,Wealth Management,Gurgaon,Tiger Global Management,Venture Round,"1,50,00,000",,0
57,21-08-2019,HungerBox,Non-Green,Food and Beverage,B2B Foodtech,Bengaluru,One97 Communications Ltd.,Series C,"65,90,000",,1
58,23-08-2019,AdmitKard,Non-Green,EdTech,University Admissions,Noida,Growth DNA,Seed Round,"10,00,000",,0
59,19-08-2019,Mishry Reviews,Non-Green,Services,Product Review,Gurgaon,Vir Sanghvi,Series A,Undisclosed,,0
60,19-08-2019,Grofers,Non-Green,E-Commerce,Grocery Delivery,Gurgaon,Softbank Vision Fund,Series F,"7,00,00,000",,1
61,27-08-2019,Rapido Bike Taxi,Non-Green,Transportation,Bike Taxi,Bengaluru,Westbridge Capital,Series B,"3,90,00,00,000",,0
62,02-07-2019,RenewBuy,Non-Green,Finance,Auto Insurance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,"1,90,00,000",,0
63,02-07-2019,Atlan,Non-Green,Information Technology,Big Data,Singapore,WaterBridge Ventures,Pre-Series A,"25,00,000",,0
64,01-07-2019,WizCounsel,Non-Green,Compliance,Consulting,New Delhi,Kapil Dev,Angel,"1,45,000",,0
65,03-07-2019,Ola Cabs,Non-Green,Transport,Cabs,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,"10,00,000",,0
66,01-07-2019,Uniphore,Non-Green,Artificial Intelligence,Speech Recognition,Taramani,March Capital Partners,Series C,"3,80,80,000",,1
67,04-07-2019,Daalchini Technologies,Non-Green,Food and Beverage,Digital Vending Machine,New Delhi,Artha Venture,Seed Round,"5,00,000",,0
68,10-07-2019,"""BYJU\\'S""",Non-Green,EdTech,Education,Bengaluru,Qatar Investment Authority,Private Equity Round,"15,00,00,000",,0
69,11-07-2019,Moglix,Non-Green,E-Commerce,Industrial Tools and Equipments,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,"6,00,00,000",,1
70,10-07-2019,Ezyhaul,Non-Green,Tech,Logistics,Singapore,Undisclosed,Series B,"1,60,00,000",,0
71,10-07-2019,Indus OS,Non-Green,Tech,Smartphone Operating System,Andheri,Ventureast,Series B,"57,50,000",,0
72,10-07-2019,HealthAssure,Non-Green,Health Care,Primary care medical network,Mumbai,Blume Ventures,Series A,"25,00,000",,0
73,09-07-2019,House of Msasaba,Non-Green,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,"10,00,000",,0
74,08-07-2019,Board Infinity,Non-Green,EdTech,Full-stack career platform,Chembur,Multiple Angel Investors,Angel Round,"3,19,605",,0
75,05-06-2019,NoBroker,Non-Green,E-Commerce,Real Estate,Bengaluru,General Atlantic,Series C,"5,10,00,000",,1
76,04-06-2019,Bira91,Non-Green,Food and Beverage,Brewery,New Delhi,Anicut Capital,Debt Funding,"1,00,00,000",,0
77,03-06-2019,FabHotels,Non-Green,E-Commerce,Hospitality,Gurgaon,"Goldman Sachs, Accel Partners and Qualcomm",,"48,89,975.54",,0
78,03-06-2019,Avail Finance,Non-Green,Finance,FinTech,Bengaluru,Matrix Partners,Series A,"90,00,000",,0
79,04-06-2019,BharatPe,Non-Green,Finance,FinTech,New Delhi,Insight Partners,Series B,"7,50,00,000",,0
80,04-06-2019,Recykal,Green,Waste Management Service,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",pre-Series A,"2,60,00,000",,0
81,03-06-2019,Agara Labs,Non-Green,Deep-Tech,Artificial Intelligence,Bengaluru,Blume Ventures and RTP Global,pre-Series A,"25,00,000",,0
82,06-06-2019,Sistema.bio,Green,Agriculture,Hybrid Reactor Biodigestor,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",,"27,39,034.68",,0
83,06-06-2019,Chakr Innovation,Green,Energy,Renewable Energy,New Delhi,IAN Fund,Series A,"2,60,00,000",,0
84,06-06-2019,Pratilipi,Non-Green,Digital Media,E-Books,Bengaluru,Qiming Venture Partners,Series B,"1,51,09,500.00",,0
85,10-06-2019,Bolo App,Non-Green,Digital Media,Video Platform,Bengaluru,Nexus Venture Partners,Seed Funding,"4,30,200",,0
86,10-06-2019,OkCredit,Non-Green,FinTech,Financial Services,Haryana,Tiger Global Management,Series A,"1,55,00,000",,0
87,06-06-2019,Biz2Credit,Non-Green,FinTech,Online Lending Platform,New York,WestBridge Capital,Series B,"5,20,00,000",,0
88,08-06-2019,Vogo Automotive Pvt. Ltd.,Non-Green,Transportation,Dockless Scooter Rental Company,Karnataka,Alteria Capital,Debt Funding,"35,84,000",,0
89,04-06-2019,Leegality,Non-Green,Services,Digital Documentation,Mumbai/Bengaluru,Mumbai Angels,Series A,"34,00,000",,0
90,06-05-2019,Ola Electric,Non-Green,Transport,Cabs,Bengaluru,Tata Sons,Series A,undisclosed,,0
91,06-05-2019,Saahas Zero Waste,Green,Waste Management Service,Optimization,Bengaluru,C4D Partners,Venture - Series Unknown,"8,68,600",,0
92,05-05-2019,StyleDotMe,Non-Green,E-commerce,Fashion and Shopping,Delhi,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",Bridge Round,undisclosed,,0
93,01-05-2019,BlackBuck,Non-Green,Transport,Logistics,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,"15,00,00,000",,1
94,02-05-2019,Zenoti,Non-Green,Saas,Beauty and Wellness Industry,Hyderabad,Tiger Global Management,Series C,"5,00,00,000",,1
95,28-05-2019,Ather Energy,Non-Green,Automobile,Electric Vehicle,Bengaluru,Sachin Bansal,Series C,"5,10,00,000",,1
96,28-05-2019,FreshVnF,Non-Green,Agtech,Fresh Agriculture Produces,Mumbai,Equanimity Ventures,Seed Round,"14,00,00,000",,0
97,30-05-2019,GlowRoad,Non-Green,E-commerce,Retail,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,"1,15,00,000",,0
98,31-05-2019,Bira91,Non-Green,Food and Beverage,Brewery,New Delhi,Sixth Sense Ventures,Series B,"56,00,000",,0
99,16-04-2019,Kuvera,Non-Green,Finance,Wealth Management,Bengaluru,Eight Roads,Series A,"4,50,00,000",,0
100,12-04-2019,Medlife,Non-Green,E-commerce,Online Medicine,Bengaluru,Prasid Uno Family Trust,Private Equity,"1,70,00,000",,0
101,10-04-2019,Kabadiwala,Non-Green,E-commerce,Waste Management,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,"4,30,665",,0
102,13-04-2019,Tripoto,Non-Green,Social Media,Travel,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,"35,91,375",,0
103,12-04-2019,Azah,Non-Green,Health and Wellness,Organic wellness,Gurugram,Unnamed angel investors,Seed Funding,"2,00,000",,0
104,11-04-2019,Setu,Non-Green,Fintech,Banking,Bengaluru,Lightspeed India Partners,Seed Funding,"35,00,000",,0
105,10-04-2019,Toppr,Non-Green,Edtech,E-learning,Mumbai,Milestone,Debt and Preference capital,"63,20,820",,0
106,10-04-2019,Craftsvilla,Non-Green,E-commerce,Fashion and Apparel,Mumbai,Supera Pte Ltd,Inhouse Funding,"24,43,495",,0
107,10-04-2019,Unacademy,Non-Green,Edtech,E-learning,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,"3,07,000",,0
108,11-04-2019,CleverTap,Non-Green,SaaS,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,"2,60,00,000",,0
109,19-04-2019,My Healthcare,Non-Green,E-commerce,Software Solutions,Bengaluru and Gurugram,Sixth Sense Ventures,Series A,"30,00,000",,0
110,19-04-2019,KrazyBee,Non-Green,E-commerce,Lending Platform,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt,"14,342,000+",,0
111,17-04-2019,Shuttl,Non-Green,Transportation,Bus Aggregation,Gurugram,New Atlantic Ventures,Venture Round,"50,00,000",,0
112,17-04-2019,Increff,Non-Green,Technology,Supply-chain technology solutions,Bengaluru,"021 Capita, Binny Bansal",Series A,"30,00,000",,0
113,01-02-2019,FleetX,Non-Green,AI,Logistics,Gurgaon,India Quotient and LetsVenture\\xe2\\x80\\x99s Angel Fund,Pre Series A,Undisclosed,,0
114,08-02-2019,Zilingo,Non-Green,E-commerce,Fashion & Apparel,India/Singapore,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,"22,60,00,000",,1
115,13-02-2019,NanoClean Global,Non-Green,Nanotechnology,Anti-Pollution,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,"6,00,000",,0
116,14-02-2018,OyoRooms,Non-Green,Hospitality,Budget Rooms,Gurgaon,DiDi Chuxing,Equity,"10,00,00,000",,0
117,03-01-2019,CarDekho,Non-Green,Automobile,Online Marketplace,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Series C,"11,00,00,000",,1
118,04-01-2019,Vyome Therapeutics Inc.,Non-Green,Health and Wellness,Specialty pharmaceutical,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,"2,20,00,000",,1
119,04-01-2019,Samunnati Financial Intermediation & Services Pvt. Ltd,Non-Green,Finance,Non-banking financial company,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,"50,00,000",,0
120,04-12-2018,Manch,Non-Green,Social Media,Hyperlocal Content,Delhi,Stellaris Venture Partners,Seed Funding,"7,00,000",,0
121,01-12-2018,UrbanClap Technologies Pvt. Ltd,Non-Green,Services Platform,Home services marketplace,New Delhi,Steadview Capital and Vy Capital.,Series D,"5,00,00,000",,1
122,02-12-2018,Guiddoo,Non-Green,Travel Tech,Platform for travel agents,Mumbai,Individual Investors,Pre-Series A,"8,00,000",,0
123,02-12-2018,Career Anna,Non-Green,Online Education,"Video-based certification, trainings",Gurugram,Individual Investors,Pre-Series A,"5,72,000",,0
124,04-12-2018,Nagpur Wholesale,Non-Green,Online Marketplace,E-commerce,Nagpur,Omphalos Ventures India LLP,Seed Funding,"1,43,000",,0
125,06-12-2018,ShopKirana,Non-Green,B2B,E-commerce,Indore,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,"20,00,000",,0
126,06-12-2018,BuildSupply,Non-Green,"SaaS, E-commerce","Real Estate, ERP",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,"35,00,000",,0
127,01-11-2018,GoDesi,Non-Green,Food and Beverage,Regional Flavours,Bengaluru,Lead Angels Network,Seed/ Angel Funding,"1,38,995",,0
128,03-11-2018,Veritas Finance Ltd.,Non-Green,NBFC,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,"2,77,99,000",,1
129,06-11-2018,Meesho,Non-Green,E-commerce,Social Commerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,"5,00,00,000",,1
130,08-11-2018,Mobile Premier League,Non-Green,Gaming,Mobile e-Sports,Bengaluru,Undisclosed,Series A,"5,00,000",,0
131,08-11-2018,A&R Bon Vivants,Non-Green,Food,Meat Retail Chain,Jaipur,"RB Investments, Singapore",Equity,"10,00,000",,0
132,12-11-2018,Blackbuck,Non-Green,Food Tech,POS For Online Ordering,"New York, Bengaluru",Tiger Global,Series A,"10,00,000",,0
133,12-11-2018,MilkBAsket,Non-Green,Food,Micro-delivery grocery service,New Delhi,Mayfield Fund,Series B,"13,00,000",,0
134,13-11-2018,DriveU,Non-Green,Transport,On-Demand Drivers,Bengaluru,Stevens Creek Ventures,Mezzanine,"10,00,000",,0
135,14-11-2018,CleanseCar,Non-Green,Services,Car Wash,Bengaluru,Venture Catalysts,Seed/ Angel Funding,"5,00,000",,0
136,19-11-2018,Automation Anywhere,Non-Green,Automation,Robotics,California,SoftBank Vision Fund,Series B,"30,00,00,000",,0
137,20-11-2018,HealthifyMe,Non-Green,Health and Wellness,Wellness Coach,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),"60,00,000",,0
138,21-11-2018,Genius Corner,Non-Green,Education,Personalized Learning,Noida,Individual investors,Seed Funding,"2,78,000",,0
139,22-11-2018,Aavishkaar-Intellecap Group,Non-Green,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,"3,10,00,000",,0
140,22-11-2018,Skillbox,Non-Green,Social Network,Art,Gurugram,Individual investors,Seed Funding,Undisclosed,,0
141,23-11-2018,Signzy,Non-Green,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,"34,00,000",,0
142,24-11-2018,Engineer.ai,Non-Green,Software,AI Platform,India/US,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,"2,95,00,000",,0
143,25-11-2018,InCred Finance,Non-Green,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,"4,20,00,000",,0
144,25-11-2018,Roposo,Non-Green,Social Media,Video Sharing,Delhi,Bertelsmann India Investments,Series B,"17,00,000",,0
145,01-10-2018,Northmist,Non-Green,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/ Angel Funding,N/A,,0
146,02-10-2018,Origo Commodities India Pvt. Ltd,Non-Green,Logistics,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,"1,10,00,000",,0
147,04-10-2018,Grover Zampa,Non-Green,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000",,0
148,05-10-2018,Droom,Non-Green,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,"30,00,000",,1
149,11-10-2018,Innov8,Non-Green,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,"40,00,000",,0
150,12-10-2018,Blackbuck,Non-Green,Logistics Tech,Largest Trucking Platform,Bengaluru,Sequoia Capital India,Private Funding,"1,46,80,000",,0
151,12-10-2018,LetsTransport,Non-Green,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,"1,20,00,000",,1
152,01-09-2018,Netmeds,Non-Green,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000",,0
153,03-09-2018,Udaan,Non-Green,B2B Platform,Logistics and Shipping,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,"22,50,00,000",,0
154,03-09-2018,Daily hunt,Non-Green,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bengaluru,Falcon Edge,Private Equity,"63,90,000",,0
155,04-09-2018,3HCare,Non-Green,Healthcare,Healthcare Service Provider,Delhi,N/A,Seed / Angel Funding,"10,00,000",,0
156,04-09-2018,HappyGoEasy,Non-Green,Consumer Internet,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,N/A,,0
157,05-09-2018,Nykaa,Non-Green,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,"15,72,00,000",,0
158,05-09-2018,Mad Street Den,Non-Green,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI\\xc2\\xa0,Private Equity,N/A,,0
159,06-09-2018,Dream11,Non-Green,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000",,0
